RUN	LogInSimulation	loginsimulation	1556555098655	 	3.1.1
REQUEST	78		request_4	1556555101454	1556555102538	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	35		request_4	1556555101456	1556555102540	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	13		request_6	1556555101476	1556555102557	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	96		request_8	1556555101498	1556555102552	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	39		request_4	1556555101459	1556555102554	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	33		request_6	1556555101477	1556555102556	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	42		request_5	1556555101493	1556555102556	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	78		request_5	1556555101454	1556555102559	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	35		request_5	1556555101456	1556555102560	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	19		solid.css	1556555101162	1556555102578	OK	 
REQUEST	33		request_7	1556555101477	1556555102570	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	13		request_7	1556555101476	1556555102566	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	96		request_6	1556555101498	1556555102567	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	39		request_5	1556555101459	1556555102568	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	42		request_6	1556555101494	1556555102571	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	78		request_6	1556555101455	1556555102575	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	33		request_8	1556555101477	1556555102579	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	3		request_8	1556555101544	1556555102580	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	21		request_3	1556555101480	1556555102581	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	96		request_7	1556555101498	1556555102581	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	39		request_6	1556555101460	1556555102585	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	42		request_7	1556555101494	1556555102588	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	78		request_7	1556555101455	1556555102591	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	81		request_3	1556555101480	1556555102592	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	3		request_6	1556555101544	1556555102593	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	26		request_3	1556555101498	1556555102602	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	21		request_4	1556555101480	1556555102597	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	40		request_3	1556555101445	1556555102597	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	39		request_7	1556555101460	1556555102599	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	78		request_8	1556555101455	1556555102607	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	3		request_7	1556555101544	1556555102610	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	81		request_4	1556555101481	1556555102610	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	26		request_4	1556555101498	1556555102612	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	21		request_5	1556555101480	1556555102612	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	24		request_4	1556555101440	1556555102613	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	39		request_8	1556555101460	1556555102616	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	15		request_2	1556555101476	1556555102633	OK	 
REQUEST	47		request_2	1556555101480	1556555102634	OK	 
REQUEST	55		request_1	1556555101499	1556555102635	OK	 
REQUEST	70		request_3	1556555101466	1556555102622	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	21		request_6	1556555101480	1556555102630	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	81		request_5	1556555101481	1556555102624	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	99		request_7	1556555101540	1556555102624	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	26		request_5	1556555101499	1556555102627	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	24		request_3	1556555101440	1556555102629	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	31		request_3	1556555101464	1556555102637	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	21		request_7	1556555101481	1556555102652	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	81		request_6	1556555101481	1556555102653	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	26		request_6	1556555101499	1556555102656	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	70		request_4	1556555101466	1556555102651	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	70		request_5	1556555101466	1556555102687	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	3		request_4	1556555101543	1556555102655	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	24		request_8	1556555101442	1556555102660	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	70		request_6	1556555101467	1556555102691	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	31		request_4	1556555101464	1556555102663	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	21		request_8	1556555101481	1556555102671	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	81		request_7	1556555101481	1556555102677	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	26		request_7	1556555101500	1556555102685	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	70		request_7	1556555101467	1556555102699	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	3		request_3	1556555101543	1556555102697	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	40		request_6	1556555101446	1556555102700	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	45		request_3	1556555101483	1556555102703	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	70		request_8	1556555101467	1556555102707	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	31		request_5	1556555101465	1556555102703	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	81		request_8	1556555101481	1556555102704	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	26		request_8	1556555101500	1556555102706	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	26		request_2	1556555101498	1556555102727	OK	 
REQUEST	26		solid.css	1556555101501	1556555102728	OK	 
REQUEST	66		solid.css	1556555101624	1556555102729	OK	 
REQUEST	18		request_1	1556555101673	1556555102730	OK	 
REQUEST	99		request_5	1556555101540	1556555102713	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	40		request_4	1556555101445	1556555102718	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	1		request_1	1556555101669	1556555102737	OK	 
REQUEST	9		solid.css	1556555101170	1556555102737	OK	 
REQUEST	49		solid.css	1556555101527	1556555102738	OK	 
REQUEST	62		request_3	1556555101478	1556555102719	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	97		solid.css	1556555101508	1556555102739	OK	 
REQUEST	49		request_1	1556555101526	1556555102740	OK	 
REQUEST	25		solid.css	1556555101185	1556555102740	OK	 
REQUEST	97		request_2	1556555101500	1556555102743	OK	 
REQUEST	73		request_1	1556555101497	1556555102744	OK	 
REQUEST	73		solid.css	1556555101497	1556555102745	OK	 
REQUEST	73		request_2	1556555101494	1556555102745	OK	 
REQUEST	99		request_8	1556555101540	1556555102734	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	45		request_4	1556555101483	1556555102718	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	31		request_6	1556555101471	1556555102720	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	62		request_4	1556555101478	1556555102742	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	66		request_3	1556555101622	1556555102733	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	99		request_6	1556555101540	1556555102750	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	24		request_7	1556555101441	1556555102735	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	1		request_7	1556555101669	1556555102746	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	31		request_7	1556555101472	1556555102752	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	45		request_5	1556555101484	1556555102752	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	66		request_4	1556555101623	1556555102755	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	1		request_6	1556555101669	1556555102762	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	66		request_5	1556555101623	1556555102773	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	52		solid.css	1556555102014	1556555102775	OK	 
REQUEST	4		solid.css	1556555102007	1556555102775	OK	 
REQUEST	60		solid.css	1556555102016	1556555102776	OK	 
REQUEST	62		request_5	1556555101478	1556555102755	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	3		request_5	1556555101543	1556555102758	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	88		request_4	1556555101486	1556555102759	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	20		solid.css	1556555102010	1556555102778	OK	 
REQUEST	36		solid.css	1556555102048	1556555102780	OK	 
REQUEST	92		solid.css	1556555102052	1556555102781	OK	 
REQUEST	31		request_8	1556555101472	1556555102769	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	45		request_6	1556555101484	1556555102771	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	1		request_8	1556555101669	1556555102773	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	40		request_5	1556555101445	1556555102781	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	66		request_6	1556555101623	1556555102775	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	99		request_4	1556555101539	1556555102781	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	62		request_6	1556555101478	1556555102777	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	40		request_8	1556555101446	1556555102797	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	45		request_7	1556555101484	1556555102794	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	15		request_3	1556555101477	1556555102794	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	66		request_7	1556555101623	1556555102797	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	89		request_3	1556555101645	1556555102796	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	99		request_3	1556555101539	1556555102799	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	62		request_7	1556555101479	1556555102803	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	88		request_6	1556555101486	1556555102806	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	45		request_8	1556555101484	1556555102808	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	15		request_4	1556555101477	1556555102808	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	66		request_8	1556555101624	1556555102810	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	89		request_8	1556555101647	1556555102811	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	83		request_8	1556555101536	1556555102814	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	62		request_8	1556555101479	1556555102817	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	74		request_3	1556555101642	1556555102825	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	49		request_7	1556555101513	1556555102826	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	40		request_7	1556555101446	1556555102820	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	61		request_3	1556555101487	1556555102821	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	15		request_5	1556555101477	1556555102824	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	83		request_7	1556555101536	1556555102828	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	35		request_6	1556555101456	1556555102850	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	88		request_5	1556555101486	1556555102839	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	86		request_3	1556555101481	1556555102831	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	74		request_4	1556555101642	1556555102837	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	36		request_2	1556555102046	1556555102860	OK	 
REQUEST	74		request_5	1556555101642	1556555102859	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	61		request_4	1556555101487	1556555102842	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	1		request_3	1556555101668	1556555102842	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	15		request_6	1556555101477	1556555102845	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	35		request_7	1556555101457	1556555102852	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	61		request_5	1556555101487	1556555102863	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	96		request_3	1556555101496	1556555102854	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	92		request_2	1556555102049	1556555102874	OK	 
REQUEST	15		request_7	1556555101477	1556555102865	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	49		request_4	1556555101512	1556555102864	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	86		request_4	1556555101482	1556555102859	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	74		request_6	1556555101643	1556555102861	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	35		request_8	1556555101457	1556555102870	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	61		request_6	1556555101488	1556555102872	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	24		request_6	1556555101441	1556555102872	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	15		request_8	1556555101478	1556555102892	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	49		request_8	1556555101526	1556555102893	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	86		request_5	1556555101482	1556555102893	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	74		request_7	1556555101643	1556555102894	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	89		request_4	1556555101645	1556555102906	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	43		request_3	1556555101460	1556555102905	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	61		request_7	1556555101488	1556555102905	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	88		request_8	1556555101487	1556555102905	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	47		request_3	1556555101481	1556555102906	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	86		request_6	1556555101482	1556555102907	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	74		request_8	1556555101643	1556555102907	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	1		request_5	1556555101668	1556555102918	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	43		request_4	1556555101460	1556555102922	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	61		request_8	1556555101488	1556555102922	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	88		request_3	1556555101485	1556555102922	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	47		request_4	1556555101481	1556555102923	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	86		request_7	1556555101482	1556555102923	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	37		bootstrap.min.css	1556555101642	1556555102938	OK	 
REQUEST	98		request_3	1556555101653	1556555102925	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	89		request_6	1556555101647	1556555102934	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	29		solid.css	1556555101160	1556555102947	OK	 
REQUEST	86		request_8	1556555101483	1556555102937	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	43		request_5	1556555101460	1556555102936	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	85		request_1	1556555101665	1556555102951	OK	 
REQUEST	53		solid.css	1556555101168	1556555102952	OK	 
REQUEST	24		request_5	1556555101441	1556555102936	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	69		request_1	1556555101662	1556555102954	OK	 
REQUEST	47		request_5	1556555101481	1556555102937	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	37		request_2	1556555101640	1556555102956	OK	 
REQUEST	89		request_7	1556555101647	1556555102947	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	77		request_2	1556555101650	1556555102959	OK	 
REQUEST	94		request_3	1556555101485	1556555102949	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	98		request_4	1556555101653	1556555102939	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	43		request_6	1556555101461	1556555102950	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	96		request_5	1556555101496	1556555102954	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	47		request_6	1556555101482	1556555102955	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	49		request_5	1556555101512	1556555102957	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	85		request_8	1556555101665	1556555102959	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	98		request_5	1556555101653	1556555102960	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	43		request_7	1556555101461	1556555102960	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	94		request_4	1556555101485	1556555102963	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	88		request_7	1556555101486	1556555102966	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	47		request_7	1556555101482	1556555102968	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	89		request_5	1556555101646	1556555102978	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	85		request_4	1556555101664	1556555102979	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	98		request_6	1556555101653	1556555102979	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	43		request_8	1556555101461	1556555102980	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	94		request_5	1556555101486	1556555102980	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
REQUEST	96		request_4	1556555101496	1556555102981	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: no further information: localhost/127.0.0.1:4200
